Respondent,Age,Country,EdLevel,YearsCodePro
18519,23.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18522,21.0,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18523,21.0,Colombia,Associate degree,2.0
18526,33.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",16.0
18529,34.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18530,16.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
18533,27.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
18534,40.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
18536,27.0,United States,Some college/university study without earning a degree,5.0
18537,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18538,31.0,United States,Some college/university study without earning a degree,4.0
18539,33.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
18540,31.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
18541,31.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
18542,43.0,Australia,Associate degree,24.0
18544,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
18545,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18546,39.0,United States,Some college/university study without earning a degree,11.0
18550,27.0,Poland,,7.0
18551,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
18552,36.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
18557,22.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
18559,24.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18560,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18561,21.0,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
18566,28.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
18567,32.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
18568,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",19.0
18569,34.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
18570,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
18571,39.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
18575,31.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
18582,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18583,26.0,Brazil,Some college/university study without earning a degree,2.0
18584,31.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18585,25.0,Tunisia,Some college/university study without earning a degree,2.0
18587,48.0,United States,Associate degree,12.0
18588,29.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
18589,38.0,Hong Kong (S.A.R.),Some college/university study without earning a degree,18.0
18591,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18592,35.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0
18593,38.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
18594,27.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8.0
18595,26.0,Germany,Some college/university study without earning a degree,7.0
18597,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
18600,28.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18603,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18604,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18605,39.0,Germany,I never completed any formal education,10.0
18606,40.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
18609,30.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
18610,21.0,Poland,Primary/elementary school,2.0
18611,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18612,37.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18616,29.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18617,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18620,51.0,United States,Some college/university study without earning a degree,37.0
18621,38.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14.0
18622,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18627,29.0,United Kingdom,Some college/university study without earning a degree,5.0
18628,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18629,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
18630,24.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18631,28.0,South Africa,Some college/university study without earning a degree,4.0
18633,24.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18634,34.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
18642,38.0,United States,Some college/university study without earning a degree,9.0
18643,24.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18649,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18652,31.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
18655,29.0,Russian Federation,"Professional degree (JD, MD, etc.)",6.0
18660,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18661,27.0,India,Some college/university study without earning a degree,6.0
18663,26.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18666,18.0,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
18667,32.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
18670,55.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
18677,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18680,33.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
18681,35.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
18682,28.0,Bulgaria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18683,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18685,30.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18691,28.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18692,39.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
18694,23.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18698,19.0,United Kingdom,Some college/university study without earning a degree,2.0
18705,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18708,38.0,Sweden,"Other doctoral degree (Ph.D, Ed.D., etc.)",10.0
18710,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
18713,30.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18715,41.0,United States,Some college/university study without earning a degree,21.0
18716,31.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18717,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18718,41.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
18723,47.0,Italy,Some college/university study without earning a degree,23.0
18724,36.0,United States,Some college/university study without earning a degree,8.0
18725,31.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18729,22.0,Switzerland,Some college/university study without earning a degree,2.0
18735,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
18736,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0
18739,23.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
18741,31.0,Algeria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
18742,23.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
18743,24.0,"Venezuela, Bolivarian Republic of...",Some college/university study without earning a degree,3.0
18745,23.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18746,33.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18748,27.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18750,53.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0
18751,27.0,Singapore,"Other doctoral degree (Ph.D, Ed.D., etc.)",2.0
18754,31.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18755,25.0,Saudi Arabia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18756,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
18765,26.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18766,49.0,Finland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0
18767,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18769,24.0,Cuba,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18770,34.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",8.0
18778,27.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18779,50.0,Japan,Some college/university study without earning a degree,20.0
18784,27.0,Thailand,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7.0
18785,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
18787,22.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
18788,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18791,25.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
18794,39.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
18796,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18798,40.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18800,24.0,Belarus,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18802,33.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18803,35.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
18805,23.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18807,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
18810,27.0,The former Yugoslav Republic of Macedonia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18811,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
18812,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18814,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18815,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
18816,38.0,Slovenia,Some college/university study without earning a degree,20.0
18817,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18818,30.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
18819,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18821,38.0,Hungary,Some college/university study without earning a degree,3.0
18824,24.0,Belgium,Associate degree,1.0
18827,27.0,Uganda,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18829,45.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",17.0
18832,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18835,39.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
18836,28.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18838,26.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
18840,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
18845,30.0,Israel,Some college/university study without earning a degree,6.0
18846,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18849,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18851,29.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18852,35.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14.0
18853,50.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0
18854,39.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
18856,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18859,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18861,32.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
18862,26.0,New Zealand,Some college/university study without earning a degree,7.0
18863,58.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0
18864,23.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
18865,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
18867,27.0,Malta,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18871,40.0,Greece,Some college/university study without earning a degree,3.0
18873,29.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18874,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18876,49.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",23.0
18879,31.0,Colombia,"Professional degree (JD, MD, etc.)",7.0
18881,26.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
18882,25.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18883,35.0,United States,Associate degree,15.0
18884,36.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
18886,29.0,Croatia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18890,27.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
18892,31.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
18894,30.0,Australia,Some college/university study without earning a degree,10.0
18895,34.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
18898,35.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18899,43.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
18900,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18901,32.0,United States,Some college/university study without earning a degree,12.0
18904,25.0,Portugal,Some college/university study without earning a degree,3.0
18905,51.0,United States,Some college/university study without earning a degree,20.0
18908,31.0,United States,Associate degree,8.0
18913,22.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0
18917,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18922,27.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18925,25.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
18928,33.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
18929,29.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
18935,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18936,33.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
18937,52.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
18938,31.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
18941,49.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
18945,23.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18946,31.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
18947,27.0,Japan,Associate degree,7.0
18948,22.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18950,20.0,United States,Some college/university study without earning a degree,3.0
18952,29.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18953,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
18955,28.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18961,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18962,28.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18963,30.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
18965,32.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
18967,26.0,South Korea,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18968,33.0,United States,Some college/university study without earning a degree,3.0
18972,35.0,Thailand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
18973,40.0,Russian Federation,Some college/university study without earning a degree,20.0
18974,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
18975,27.0,Peru,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
18976,25.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
18977,31.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
18980,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
18981,53.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0
18983,27.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18984,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
18986,30.0,Israel,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
18987,52.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0
18988,24.0,Czech Republic,Some college/university study without earning a degree,2.0
18989,25.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
18990,24.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
18991,21.0,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
18992,27.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
18994,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18995,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18997,32.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
18998,26.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19001,25.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19005,26.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19008,46.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26.0
19013,25.0,Bangladesh,Some college/university study without earning a degree,3.0
19015,38.0,Croatia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19021,22.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19028,54.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0
19031,19.0,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
19032,25.0,United States,Some college/university study without earning a degree,4.0
19038,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19039,50.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
19040,45.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19043,31.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19045,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19047,42.0,United States,Associate degree,19.0
19052,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19053,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19054,34.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19055,24.0,Germany,Some college/university study without earning a degree,3.0
19056,36.0,Bulgaria,Some college/university study without earning a degree,14.0
19057,23.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19058,38.0,Hungary,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19060,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19061,24.0,United States,Some college/university study without earning a degree,8.0
19064,32.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
19069,52.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",30.0
19070,32.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19073,24.0,Canada,Associate degree,2.0
19074,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
19077,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
19082,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19083,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19085,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19089,38.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
19092,35.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
19094,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19101,34.0,United States,Some college/university study without earning a degree,17.0
19109,34.0,France,Some college/university study without earning a degree,11.0
19110,29.0,Singapore,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19112,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19114,31.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19118,22.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19119,30.0,Canada,Some college/university study without earning a degree,11.0
19121,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19123,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19126,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19127,26.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
19129,26.0,Colombia,Some college/university study without earning a degree,7.0
19130,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
19131,26.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
19132,20.0,Australia,Some college/university study without earning a degree,0.5
19133,38.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19134,31.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19137,28.0,United States,Some college/university study without earning a degree,6.0
19140,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19144,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19146,26.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19147,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19149,23.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
19152,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19153,33.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
19158,23.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19159,25.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
19160,19.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.5
19168,18.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
19171,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19173,26.0,Brazil,Some college/university study without earning a degree,6.0
19176,22.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19179,31.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19183,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
19186,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
19187,30.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19191,37.0,Azerbaijan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",17.0
19195,26.0,Other Country (Not Listed Above),"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19196,43.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
19198,24.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
19201,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
19204,50.0,United States,Some college/university study without earning a degree,25.0
19205,22.0,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.5
19206,22.0,Chile,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0
19207,26.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19208,20.0,Latvia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19209,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19211,29.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19215,19.0,Austria,,1.0
19218,21.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19222,33.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19223,26.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19227,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
19229,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
19230,28.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
19231,35.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
19234,30.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19235,36.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
19237,24.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19240,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19244,25.0,Malta,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19245,33.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19250,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19252,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19254,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19257,30.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19259,32.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19261,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19262,51.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
19263,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
19264,42.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",21.0
19265,31.0,Denmark,"Other doctoral degree (Ph.D, Ed.D., etc.)",5.0
